userID,Artwork_ID,interaction_type
92,34943,like
145,34943,like
59,34943,like
139,34943,like
185,34943,like
173,34943,like
63,34943,like
91,34943,like
94,39702,like
144,39702,like
68,39702,like
2,39702,like
159,39702,like
131,39702,like
101,39702,like
185,39702,like
97,39702,like
169,39702,like
184,39702,like
142,39702,like
165,39702,like
122,39702,like
86,39702,like
192,39702,like
168,39702,like
70,39702,like
137,39702,like
178,39702,like
188,45093,like
153,45093,like
103,45093,like
22,45093,like
197,45093,like
47,45093,like
191,45093,like
14,45093,like
92,45093,like
45,45093,like
101,45093,like
174,45093,like
146,45093,like
167,45093,like
76,45093,like
97,45093,like
30,45093,like
181,45093,like
135,45093,like
110,45093,like
175,7564,like
32,7564,like
1,7564,like
114,7564,like
122,7564,like
40,7564,like
2,7564,like
194,7564,like
154,7564,like
50,7564,like
46,7564,like
7,7564,like
97,7564,like
174,7564,like
70,7564,like
19,7564,like
15,7564,like
181,7564,like
121,7564,like
62,7564,like
22,1627,like
122,1627,like
181,1627,like
39,1627,like
189,1627,like
107,1627,like
50,1627,like
127,1627,like
108,1627,like
198,1627,like
83,1627,like
147,1627,like
79,1627,like
64,1627,like
121,1627,like
78,1627,like
4,1627,like
62,1627,like
109,1627,like
42,1627,like
74,34580,like
81,34580,like
58,34580,like
153,34580,like
90,34580,like
19,34580,like
1,34580,like
103,34580,like
105,34580,like
36,34580,like
168,34580,like
24,34580,like
2,34580,like
71,34580,like
85,34580,like
73,34580,like
97,34580,like
31,34580,like
88,34580,like
147,34580,like
88,9687,like
188,9687,like
27,9687,like
155,9687,like
152,9687,like
49,9687,like
141,9687,like
81,9687,like
52,9687,like
21,9687,like
169,9687,like
94,9687,like
96,9687,like
95,9687,like
74,9687,like
50,9687,like
41,9687,like
195,9687,like
31,9687,like
12,9687,like
67,29113,like
145,29113,like
200,29113,like
66,29113,like
153,29113,like
16,29113,like
13,29113,like
47,29113,like
32,29113,like
94,29113,like
29,29113,like
187,29113,like
123,29113,like
177,29113,like
63,29113,like
122,29113,like
164,29113,like
125,29113,like
98,29113,like
142,29113,like
155,13541,like
93,13541,like
43,13541,like
64,13541,like
89,13541,like
118,13541,like
146,13541,like
73,13541,like
170,13541,like
194,13541,like
111,13541,like
61,13541,like
136,13541,like
142,13541,like
119,13541,like
105,13541,like
45,13541,like
13,13541,like
86,13541,like
144,13541,like
138,5766,like
123,5766,like
182,5766,like
93,5766,like
26,5766,like
193,5766,like
96,5766,like
45,5766,like
191,5766,like
178,5766,like
156,5766,like
98,5766,like
55,5766,like
121,5766,like
103,5766,like
169,5766,like
70,5766,like
29,5766,like
72,5766,like
106,5766,like
121,10901,like
159,10901,like
95,10901,like
101,10901,like
5,10901,like
191,10901,like
198,10901,like
19,10901,like
180,10901,like
178,10901,like
38,10901,like
154,10901,like
182,10901,like
153,10901,like
158,10901,like
162,10901,like
10,10901,like
83,10901,like
91,10901,like
24,10901,like
140,45134,like
172,45134,like
53,45134,like
19,45134,like
150,45134,like
120,45134,like
157,45134,like
190,45134,like
65,45134,like
94,45134,like
32,45134,like
128,45134,like
21,45134,like
57,45134,like
50,45134,like
186,45134,like
41,45134,like
13,45134,like
171,45134,like
75,45134,like
46,17787,like
108,17787,like
93,17787,like
124,17787,like
179,17787,like
161,17787,like
72,17787,like
107,17787,like
78,17787,like
192,17787,like
154,17787,like
150,17787,like
109,17787,like
134,17787,like
79,17787,like
28,17787,like
130,17787,like
82,17787,like
19,17787,like
199,17787,like
196,43855,like
200,43855,like
82,43855,like
51,43855,like
92,43855,like
76,43855,like
89,43855,like
133,43855,like
157,43855,like
33,43855,like
22,43855,like
171,43855,like
181,43855,like
37,43855,like
191,43855,like
121,43855,like
74,43855,like
56,43855,like
27,43855,like
2,43855,like
100,14585,like
58,14585,like
145,14585,like
69,14585,like
39,14585,like
10,14585,like
6,14585,like
93,14585,like
183,14585,like
1,14585,like
198,14585,like
65,14585,like
120,14585,like
23,14585,like
17,14585,like
42,14585,like
60,14585,like
175,14585,like
28,14585,like
104,14585,like
49,32922,like
56,32922,like
143,32922,like
25,32922,like
35,32922,like
19,32922,like
91,32922,like
102,32922,like
8,32922,like
128,32922,like
54,32922,like
68,32922,like
100,32922,like
155,32922,like
30,32922,like
29,32922,like
27,32922,like
43,32922,like
70,32922,like
81,32922,like
104,44428,like
58,44428,like
24,44428,like
1,44428,like
178,44428,like
157,44428,like
70,44428,like
143,44428,like
46,44428,like
121,44428,like
188,44428,like
54,44428,like
122,44428,like
118,44428,like
52,44428,like
34,44428,like
8,44428,like
68,44428,like
168,44428,like
23,44428,like
110,2860,like
167,2860,like
24,2860,like
177,2860,like
93,2860,like
115,2860,like
84,2860,like
81,2860,like
71,2860,like
158,2860,like
45,2860,like
64,2860,like
136,2860,like
39,2860,like
198,2860,like
144,2860,like
174,2860,like
145,2860,like
27,2860,like
48,2860,like
189,16504,like
111,16504,like
144,16504,like
199,16504,like
112,16504,like
141,16504,like
146,16504,like
29,16504,like
12,16504,like
125,16504,like
77,16504,like
148,16504,like
119,16504,like
75,16504,like
145,16504,like
39,16504,like
70,16504,like
96,16504,like
172,16504,like
51,16504,like
181,32102,like
120,32102,like
6,32102,like
80,32102,like
174,32102,like
30,32102,like
159,32102,like
31,32102,like
48,32102,like
56,32102,like
110,32102,like
2,32102,like
47,32102,like
32,32102,like
179,32102,like
162,32102,like
92,32102,like
49,32102,like
108,32102,like
119,32102,like
52,22328,like
198,22328,like
72,22328,like
14,22328,like
82,22328,like
180,22328,like
196,22328,like
42,22328,like
135,22328,like
149,22328,like
13,22328,like
150,22328,like
106,22328,like
187,13511,like
60,13511,like
106,13511,like
200,26136,like
194,26136,like
176,26136,like
156,26136,like
19,26136,like
190,26136,like
144,26136,like
165,26136,like
66,26136,like
23,26136,like
47,26136,like
105,26136,like
46,26136,like
71,26136,like
135,26136,like
191,26136,like
27,26136,like
28,26136,like
45,26136,like
76,26136,like
105,34127,like
49,34127,like
58,34127,like
181,34127,like
11,34127,like
5,34127,like
16,34127,like
137,34127,like
73,34127,like
71,34127,like
162,34127,like
194,34127,like
27,34127,like
85,34127,like
45,34127,like
193,34127,like
56,34127,like
87,34127,like
28,34127,like
172,34127,like
98,42161,like
172,42161,like
76,42161,like
49,42161,like
187,42161,like
21,42161,like
154,42161,like
1,42161,like
167,42161,like
145,42161,like
170,42161,like
41,42161,like
54,42161,like
95,42161,like
45,42161,like
19,42161,like
36,42161,like
122,42161,like
129,42161,like
8,42161,like
16,38353,like
175,38353,like
121,38353,like
48,38353,like
21,38353,like
22,38353,like
8,38353,like
64,38353,like
43,38353,like
23,38353,like
60,38353,like
173,38353,like
191,38353,like
93,38353,like
80,38353,like
68,38353,like
6,38353,like
67,38353,like
165,38353,like
136,38353,like
159,24388,like
77,24388,like
26,24388,like
132,24388,like
62,24388,like
20,24388,like
50,24388,like
39,24388,like
138,24388,like
148,24388,like
82,24388,like
36,24388,like
10,24388,like
133,24388,like
189,24388,like
52,24388,like
76,24388,like
44,24388,like
172,24388,like
42,24388,like
28,24791,like
87,24791,like
113,24791,like
122,24791,like
159,24791,like
78,24791,like
101,24791,like
131,24791,like
102,24791,like
170,24791,like
175,24791,like
94,24791,like
53,24791,like
147,24791,like
166,24791,like
74,24791,like
86,24791,like
27,24791,like
183,24791,like
177,24791,like
38,35291,like
142,35291,like
82,35291,like
105,35291,like
106,35291,like
185,35291,like
13,35291,like
72,35291,like
191,35291,like
17,35291,like
125,35291,like
15,35291,like
159,35291,like
3,35291,like
104,35291,like
33,35291,like
178,35291,like
86,35291,like
181,35291,like
83,35291,like
100,37785,like
139,37785,like
156,37785,like
138,37785,like
37,37785,like
12,37785,like
67,37785,like
1,37785,like
5,37785,like
99,37785,like
126,37785,like
94,37785,like
147,37785,like
42,37785,like
104,37785,like
25,37785,like
111,37785,like
182,37785,like
55,37785,like
44,37785,like
115,10268,like
165,10268,like
37,10268,like
82,10268,like
152,10268,like
113,10268,like
61,10268,like
136,10268,like
21,10268,like
15,10268,like
109,10268,like
195,10268,like
161,10268,like
153,10268,like
184,10268,like
75,10268,like
193,10268,like
65,10268,like
103,10268,like
17,10268,like
71,40480,like
110,40480,like
50,40480,like
12,40480,like
46,40480,like
146,40480,like
192,40480,like
137,40480,like
17,40480,like
25,40480,like
30,40480,like
162,40480,like
20,40480,like
196,40480,like
186,40480,like
14,40480,like
103,40480,like
125,40480,like
18,40480,like
179,40480,like
135,12064,like
104,12064,like
42,12064,like
167,12064,like
25,12064,like
11,12064,like
110,12064,like
162,12064,like
80,12064,like
161,12064,like
184,12064,like
111,12064,like
169,12064,like
120,12064,like
55,12064,like
53,12064,like
121,12064,like
200,12064,like
105,12064,like
148,12064,like
55,42130,like
189,42130,like
69,42130,like
6,42130,like
73,42130,like
91,42130,like
19,42130,like
183,42130,like
188,42130,like
114,42130,like
153,42130,like
84,42130,like
44,42130,like
148,42130,like
26,42130,like
119,42130,like
194,42130,like
122,42130,like
41,42130,like
165,42130,like
197,45240,like
149,45240,like
190,45240,like
93,45240,like
145,45240,like
176,45240,like
86,45240,like
152,45240,like
138,45240,like
113,45240,like
109,45240,like
67,45240,like
53,45240,like
77,45240,like
65,45240,like
156,45240,like
100,45240,like
32,45240,like
186,45240,like
192,45240,like
69,42215,like
154,42215,like
17,42215,like
28,42215,like
171,42215,like
168,42215,like
89,42215,like
185,42215,like
106,42215,like
128,42215,like
118,42215,like
52,42215,like
36,42215,like
126,42215,like
197,42215,like
27,42215,like
61,42215,like
79,42215,like
41,42215,like
31,42215,like
47,14104,like
69,14104,like
195,14104,like
89,14104,like
38,14104,like
44,14104,like
94,14104,like
165,14104,like
73,14104,like
85,14104,like
67,14104,like
139,14104,like
50,14104,like
45,14104,like
171,14104,like
39,14104,like
129,14104,like
97,14104,like
192,14104,like
12,14104,like
153,27189,like
77,27189,like
150,27189,like
192,27189,like
24,27189,like
41,27189,like
187,27189,like
75,27189,like
97,27189,like
137,27189,like
26,27189,like
95,27189,like
194,27189,like
193,27189,like
100,27189,like
158,27189,like
11,27189,like
36,27189,like
60,27189,like
31,27189,like
132,17090,like
191,17090,like
34,17090,like
176,17090,like
4,17090,like
70,17090,like
113,17090,like
149,17090,like
170,17090,like
48,17090,like
15,17090,like
175,17090,like
136,17090,like
80,17090,like
62,17090,like
188,17090,like
27,17090,like
55,17090,like
5,17090,like
101,17090,like
138,11563,like
154,11563,like
132,11563,like
100,11563,like
28,11563,like
179,11563,like
165,11563,like
34,11563,like
26,11563,like
25,11563,like
77,11563,like
125,11563,like
45,11563,like
20,11563,like
36,11563,like
118,11563,like
159,11563,like
81,11563,like
16,11563,like
160,11563,like
114,12742,like
111,12742,like
190,12742,like
131,12742,like
66,12742,like
176,12742,like
177,12742,like
80,12742,like
129,12742,like
82,12742,like
119,12742,like
71,12742,like
37,12742,like
125,12742,like
122,12742,like
7,12742,like
170,12742,like
153,12742,like
6,12742,like
104,12742,like
86,21022,like
179,21022,like
67,21022,like
159,21022,like
92,21022,like
62,21022,like
98,21022,like
138,21022,like
147,21022,like
63,21022,like
111,21022,like
131,21022,like
66,21022,like
181,21022,like
193,21022,like
12,21022,like
133,21022,like
119,21022,like
4,21022,like
158,21022,like
73,30185,like
68,30185,like
63,30185,like
82,30185,like
119,30185,like
154,30185,like
109,30185,like
152,30185,like
158,30185,like
90,30185,like
144,30185,like
65,30185,like
13,30185,like
142,30185,like
22,30185,like
189,30185,like
130,30185,like
116,30185,like
29,30185,like
72,30185,like
150,32447,like
28,32447,like
155,32447,like
77,32447,like
102,32447,like
47,32447,like
187,32447,like
128,32447,like
179,32447,like
154,32447,like
53,32447,like
112,32447,like
135,32447,like
16,32447,like
30,32447,like
46,32447,like
82,32447,like
147,32447,like
194,32447,like
52,32447,like
90,40871,like
39,40871,like
24,40871,like
120,40871,like
148,40871,like
111,40871,like
162,40871,like
21,40871,like
172,40871,like
72,40871,like
102,40871,like
43,40871,like
104,40871,like
194,40871,like
60,40871,like
112,40871,like
139,40871,like
145,40871,like
182,40871,like
80,40871,like
152,8538,like
147,8538,like
32,8538,like
24,8538,like
30,8538,like
10,8538,like
62,8538,like
65,8538,like
123,8538,like
58,8538,like
144,8538,like
16,8538,like
192,8538,like
118,8538,like
9,8538,like
196,8538,like
130,8538,like
88,8538,like
1,8538,like
91,8538,like
122,7311,like
8,7311,like
90,7311,like
142,7311,like
196,7311,like
188,7311,like
43,7311,like
140,7311,like
99,7311,like
183,7311,like
153,7311,like
80,7311,like
61,7311,like
105,7311,like
124,7311,like
93,7311,like
95,7311,like
187,7311,like
73,7311,like
120,7311,like
162,42846,like
71,42846,like
65,42846,like
85,42846,like
62,42846,like
80,42846,like
138,42846,like
187,42846,like
168,42846,like
10,42846,like
48,42846,like
99,42846,like
17,42846,like
112,42846,like
79,42846,like
90,42846,like
88,42846,like
59,42846,like
192,42846,like
14,42846,like
67,40991,like
168,40991,like
23,40991,like
198,40991,like
101,40991,like
111,40991,like
108,40991,like
146,40991,like
86,40991,like
27,40991,like
73,40991,like
185,40991,like
195,40991,like
33,40991,like
115,40991,like
128,40991,like
121,40991,like
14,40991,like
80,40991,like
35,40991,like
134,45544,like
114,45544,like
22,45544,like
42,45544,like
84,45544,like
59,45544,like
145,45544,like
112,45544,like
119,45544,like
162,45544,like
71,45544,like
197,45544,like
83,45544,like
169,45544,like
191,45544,like
121,45544,like
156,45544,like
140,45544,like
125,45544,like
116,45544,like
41,27867,like
81,27867,like
43,27867,like
176,27867,like
137,27867,like
52,27867,like
95,27867,like
89,27867,like
86,27867,like
120,27867,like
67,27867,like
191,27867,like
7,27867,like
157,27867,like
192,27867,like
27,27867,like
144,27867,like
88,27867,like
179,27867,like
118,27867,like
186,2420,like
102,2420,like
86,2420,like
87,2420,like
88,2420,like
6,2420,like
79,2420,like
74,2420,like
12,2420,like
58,2420,like
62,2420,like
83,2420,like
120,2420,like
1,2420,like
130,2420,like
171,2420,like
67,2420,like
93,2420,like
195,2420,like
30,2420,like
194,40167,like
189,40167,like
80,40167,like
101,40167,like
180,40167,like
103,40167,like
97,40167,like
42,40167,like
74,40167,like
19,40167,like
105,40167,like
64,40167,like
123,40167,like
47,40167,like
30,40167,like
15,40167,like
182,40167,like
100,40167,like
9,40167,like
87,40167,like
163,40993,like
156,40993,like
59,40993,like
77,40993,like
27,40993,like
121,40993,like
88,40993,like
134,40993,like
71,40993,like
173,40993,like
28,40993,like
79,40993,like
187,40993,like
45,40993,like
104,40993,like
17,40993,like
21,40993,like
195,40993,like
164,40993,like
83,40993,like
194,14146,like
151,14146,like
19,14146,like
28,14146,like
100,14146,like
3,14146,like
119,14146,like
129,14146,like
75,14146,like
89,14146,like
9,14146,like
153,14146,like
147,14146,like
18,14146,like
159,14146,like
81,14146,like
121,14146,like
154,14146,like
183,14146,like
128,14146,like
72,43450,like
65,43450,like
11,43450,like
183,43450,like
42,43450,like
173,43450,like
79,43450,like
8,43450,like
182,43450,like
116,43450,like
3,43450,like
91,43450,like
29,43450,like
94,43450,like
31,43450,like
131,43450,like
150,43450,like
6,43450,like
16,43450,like
105,43450,like
189,19163,like
180,19163,like
7,19163,like
72,19163,like
63,19163,like
56,19163,like
188,19163,like
112,19163,like
75,19163,like
143,19163,like
151,19163,like
101,19163,like
192,19163,like
176,19163,like
178,19163,like
162,19163,like
66,19163,like
42,19163,like
157,19163,like
100,19163,like
59,18445,like
52,18445,like
13,18445,like
58,18445,like
53,18445,like
41,18445,like
39,18445,like
99,18445,like
35,18445,like
141,18445,like
132,18445,like
95,18445,like
147,18445,like
88,18445,like
11,18445,like
3,18445,like
25,18445,like
122,18445,like
152,18445,like
115,18445,like
50,17770,like
158,17770,like
60,17770,like
24,17770,like
27,17770,like
85,17770,like
185,17770,like
164,17770,like
79,17770,like
176,17770,like
133,17770,like
19,17770,like
143,17770,like
21,17770,like
181,17770,like
136,17770,like
199,17770,like
39,17770,like
54,17770,like
107,17770,like
184,17586,like
196,17586,like
126,17586,like
178,17586,like
46,17586,like
82,17586,like
79,17586,like
89,17586,like
70,17586,like
42,17586,like
47,17586,like
140,17586,like
150,17586,like
153,17586,like
97,17586,like
35,17586,like
74,17586,like
20,17586,like
141,17586,like
36,17586,like
145,12379,like
60,12379,like
105,12379,like
121,12379,like
112,12379,like
101,12379,like
58,12379,like
92,12379,like
198,12379,like
128,12379,like
163,12379,like
33,12379,like
186,12379,like
75,12379,like
194,12379,like
36,12379,like
124,12379,like
10,12379,like
123,12379,like
181,12379,like
180,14188,like
104,14188,like
26,14188,like
87,14188,like
9,14188,like
190,14188,like
150,14188,like
194,14188,like
47,14188,like
3,14188,like
71,14188,like
177,14188,like
176,14188,like
183,14188,like
130,14188,like
37,14188,like
193,14188,like
49,14188,like
75,14188,like
19,14188,like
9,27717,like
12,27717,like
127,27717,like
125,27717,like
91,27717,like
57,27717,like
182,27717,like
183,27717,like
199,27717,like
119,27717,like
185,27717,like
43,27717,like
69,27717,like
93,27717,like
188,27717,like
70,27717,like
155,27717,like
86,27717,like
81,27717,like
26,27717,like
197,22491,like
20,22491,like
138,22491,like
155,22491,like
57,22491,like
15,22491,like
171,22491,like
87,22491,like
71,22491,like
100,22491,like
92,22491,like
148,22491,like
78,22491,like
90,22491,like
42,22491,like
38,22491,like
200,22491,like
16,22491,like
5,22491,like
47,22491,like
138,21462,like
112,21462,like
142,21462,like
42,21462,like
120,21462,like
128,21462,like
38,21462,like
197,21462,like
60,21462,like
51,21462,like
62,21462,like
168,21462,like
72,21462,like
144,21462,like
160,21462,like
115,21462,like
190,21462,like
159,21462,like
188,21462,like
130,21462,like
50,22853,like
17,22853,like
68,22853,like
7,22853,like
188,22853,like
1,22853,like
184,22853,like
91,22853,like
42,22853,like
134,22853,like
148,22853,like
118,22853,like
192,22853,like
43,22853,like
103,22853,like
63,22853,like
171,22853,like
119,22853,like
179,22853,like
183,22853,like
69,12597,like
100,12597,like
135,12597,like
70,12597,like
115,12597,like
195,12597,like
73,12597,like
91,12597,like
112,12597,like
17,12597,like
177,12597,like
146,12597,like
89,12597,like
141,12597,like
64,12597,like
31,12597,like
181,12597,like
171,12597,like
85,12597,like
103,12597,like
99,10352,like
92,10352,like
130,10352,like
117,10352,like
150,10352,like
82,10352,like
24,10352,like
80,10352,like
123,10352,like
102,10352,like
70,10352,like
197,10352,like
19,10352,like
157,10352,like
172,10352,like
77,10352,like
29,10352,like
45,10352,like
179,10352,like
134,10352,like
34,38811,like
9,38811,like
26,38811,like
170,38811,like
97,38811,like
100,38811,like
40,38811,like
93,38811,like
53,38811,like
198,38811,like
23,38811,like
63,38811,like
158,38811,like
123,38811,like
36,38811,like
161,38811,like
153,38811,like
52,38811,like
130,38811,like
178,38811,like
5,2733,like
75,2733,like
10,2733,like
81,2733,like
189,2733,like
62,2733,like
196,2733,like
129,2733,like
53,2733,like
61,2733,like
162,2733,like
128,2733,like
83,2733,like
59,2733,like
180,2733,like
26,2733,like
188,2733,like
77,2733,like
148,2733,like
51,2733,like
54,45345,like
192,45345,like
66,45345,like
21,45345,like
20,45345,like
186,45345,like
77,45345,like
174,45345,like
7,45345,like
113,45345,like
142,45345,like
9,45345,like
168,45345,like
137,45345,like
157,45345,like
114,45345,like
193,45345,like
18,45345,like
141,45345,like
133,45345,like
124,12448,like
137,12448,like
126,12448,like
39,12448,like
19,12448,like
63,12448,like
140,12448,like
170,12448,like
33,12448,like
51,12448,like
198,12448,like
73,12448,like
60,12448,like
86,12448,like
123,12448,like
166,12448,like
178,12448,like
162,12448,like
159,12448,like
38,12448,like
161,34711,like
93,34711,like
67,34711,like
156,34711,like
59,34711,like
182,34711,like
99,34711,like
101,34711,like
47,34711,like
82,34711,like
21,34711,like
149,34711,like
8,34711,like
64,34711,like
114,34711,like
113,34711,like
189,34711,like
175,34711,like
22,34711,like
74,34711,like
174,9541,like
37,9541,like
64,9541,like
16,9541,like
197,9541,like
28,9541,like
120,9541,like
150,9541,like
161,9541,like
154,9541,like
187,9541,like
87,9541,like
98,9541,like
171,9541,like
54,9541,like
110,9541,like
47,9541,like
55,9541,like
158,9541,like
190,9541,like
130,4154,like
177,4154,like
44,4154,like
134,4154,like
195,4154,like
73,4154,like
112,4154,like
56,4154,like
80,4154,like
129,4154,like
137,4154,like
10,4154,like
31,4154,like
15,4154,like
166,4154,like
108,4154,like
68,4154,like
141,4154,like
189,4154,like
118,4154,like
53,18518,like
108,18518,like
116,18518,like
62,18518,like
94,18518,like
76,18518,like
25,18518,like
142,18518,like
126,18518,like
149,18518,like
102,18518,like
191,18518,like
110,18518,like
125,18518,like
190,18518,like
64,18518,like
48,18518,like
30,18518,like
5,18518,like
65,18518,like
136,32889,like
176,32889,like
138,32889,like
124,32889,like
26,32889,like
193,32889,like
192,32889,like
184,32889,like
62,32889,like
70,32889,like
198,32889,like
173,32889,like
149,32889,like
69,32889,like
189,32889,like
126,32889,like
171,32889,like
92,32889,like
68,32889,like
127,32889,like
152,14955,like
150,14955,like
51,14955,like
192,14955,like
92,14955,like
69,14955,like
41,14955,like
168,14955,like
181,14955,like
167,14955,like
22,14955,like
84,14955,like
164,14955,like
146,14955,like
131,14955,like
104,14955,like
144,14955,like
16,14955,like
116,14955,like
34,14955,like
55,17413,like
42,17413,like
41,17413,like
89,17413,like
137,17413,like
36,17413,like
77,17413,like
85,17413,like
138,17413,like
34,17413,like
124,17413,like
57,17413,like
20,17413,like
171,17413,like
45,17413,like
26,17413,like
51,17413,like
27,17413,like
128,17413,like
153,17413,like
5,42059,like
125,42059,like
22,42059,like
82,42059,like
114,42059,like
50,42059,like
100,42059,like
149,42059,like
163,42059,like
152,42059,like
104,42059,like
127,42059,like
19,42059,like
44,42059,like
154,42059,like
31,42059,like
40,42059,like
35,42059,like
48,42059,like
195,42059,like
132,6872,like
7,6872,like
171,6872,like
53,6872,like
122,6872,like
144,6872,like
136,6872,like
73,6872,like
100,6872,like
90,6872,like
13,6872,like
152,6872,like
123,6872,like
153,6872,like
34,6872,like
170,6872,like
78,6872,like
59,6872,like
87,6872,like
24,6872,like
112,28663,like
77,28663,like
90,28663,like
46,28663,like
193,28663,like
14,28663,like
159,28663,like
92,28663,like
107,28663,like
55,28663,like
132,28663,like
41,28663,like
9,28663,like
23,28663,like
89,28663,like
197,28663,like
142,28663,like
15,28663,like
129,28663,like
82,28663,like
53,16269,like
85,16269,like
23,16269,like
58,16269,like
194,16269,like
140,16269,like
177,16269,like
50,16269,like
73,16269,like
133,16269,like
46,16269,like
103,16269,like
101,16269,like
30,16269,like
195,16269,like
49,16269,like
148,16269,like
45,16269,like
118,16269,like
119,16269,like
191,9545,like
162,9545,like
124,9545,like
199,9545,like
